3.298000	0.793000	1581535883.321991
3.343000	0.815000	1581535883.365907
3.391000	0.835000	1581535883.501446
3.426000	0.718000	1581535883.589844
3.489000	0.774000	1581535883.633837
3.537000	0.824000	1581535883.829691
3.599000	0.856000	1581535883.866116
3.674000	0.880000	1581535884.002070
3.742000	0.912000	1581535884.089894
3.814000	0.932000	1581535884.181917
3.867000	0.956000	1581535884.273884
3.925000	0.962000	1581535884.361831
3.988000	0.976000	1581535884.497896
4.040000	0.972000	1581535884.585939
4.092000	0.969000	1581535884.721868
4.135000	0.965000	1581535884.810201
4.173000	0.941000	1581535884.858063
4.221000	0.945000	1581535885.001925
4.258000	0.931000	1581535885.045867
4.302000	0.925000	1581535885.189909
4.324000	0.922000	1581535885.233999
4.353000	0.922000	1581535885.369862
4.375000	0.933000	1581535885.457680
4.408000	0.947000	1581535885.593999
4.430000	0.938000	1581535885.686149
4.475000	0.951000	1581535885.730034
4.501000	0.964000	1581535885.917983
4.536000	0.953000	1581535885.961869
4.570000	0.943000	1581535886.101496
4.605000	0.962000	1581535886.149446
4.675000	0.967000	1581535886.285461
4.721000	0.984000	1581535886.376233
4.769000	0.992000	1581535886.509515
4.811000	1.011000	1581535886.605370
4.843000	1.015000	1581535886.701615
4.880000	1.019000	1581535886.797402
4.925000	1.024000	1581535886.893533
4.968000	1.047000	1581535886.989571
5.023000	1.063000	1581535887.136047
5.087000	1.072000	1581535887.177527
5.138000	1.081000	1581535887.269540
5.174000	1.098000	1581535887.401854
5.211000	1.099000	1581535887.497601
5.249000	1.100000	1581535887.593608
5.306000	1.082000	1581535887.637476
5.347000	1.088000	1581535887.773530
5.398000	1.082000	1581535887.823572
5.447000	1.086000	1581535888.001597
5.501000	1.064000	1581535888.089447
5.548000	1.052000	1581535888.177620
5.591000	1.056000	1581535888.318704
5.624000	1.052000	1581535888.318704
5.644000	1.066000	1581535888.494237
5.700000	1.049000	1581535888.585605
5.721000	1.045000	1581535888.677657
5.760000	1.040000	1581535888.814945
5.840000	1.008000	1581535888.814945
5.884000	0.991000	1581535888.990317
5.932000	0.979000	1581535889.081616
5.975000	0.985000	1581535889.217672
6.036000	0.975000	1581535889.261666
6.090000	0.967000	1581535889.397800
6.138000	0.977000	1581535889.485694
6.174000	0.979000	1581535889.537661
6.227000	0.983000	1581535889.677407
6.280000	0.974000	1581535889.769734
6.320000	0.983000	1581535889.857738
6.365000	1.001000	1581535890.002304
6.407000	1.013000	1581535890.093940
6.449000	1.029000	1581535890.189496
6.489000	1.027000	1581535890.277926
6.539000	1.026000	1581535890.378051
6.592000	1.022000	1581535890.513467
6.627000	1.020000	1581535890.605467
6.672000	1.012000	1581535890.693823
6.703000	1.016000	1581535890.789452
6.737000	1.010000	1581535890.834171
6.791000	0.999000	1581535891.018040
6.838000	0.986000	1581535891.061435
6.887000	0.964000	1581535891.197740
6.930000	0.967000	1581535891.285593
6.967000	0.977000	1581535891.421909
7.006000	0.969000	1581535891.470002
7.182000	0.987000	1581535891.962099
7.218000	0.997000	1581535892.058073
7.398000	1.031000	1581535892.469558
7.438000	1.019000	1581535892.609917
7.476000	1.033000	1581535892.697818
7.516000	1.038000	1581535892.793519
7.569000	1.043000	1581535892.881807
7.616000	1.048000	1581535892.973643
7.646000	1.050000	1581535893.062016
7.706000	1.049000	1581535893.198909
7.754000	1.036000	1581535893.286231
7.794000	1.024000	1581535893.378040
7.839000	1.012000	1581535893.465569
8.122000	0.994000	1581535894.197380
8.151000	0.925000	1581535894.377901
8.230000	0.912000	1581535894.565426
8.300000	0.932000	1581535894.653572
8.370000	0.935000	1581535894.789380
8.436000	0.951000	1581535894.926452
8.492000	0.949000	1581535894.969369
8.535000	0.958000	1581535895.061946
8.587000	0.959000	1581535895.193918
8.588000	0.923000	1581535895.286083
8.655000	0.842000	1581535895.702241
8.704000	0.856000	1581535895.794122
8.767000	0.874000	1581535895.882213
8.832000	0.888000	1581535895.974145
8.907000	0.914000	1581535896.105738
8.989000	0.946000	1581535896.197653
9.058000	0.975000	1581535896.246778
9.112000	0.997000	1581535896.423200
9.163000	1.004000	1581535896.514605
9.187000	0.995000	1581535896.514605
9.215000	1.002000	1581535896.693617
9.254000	1.001000	1581535896.738828
9.294000	0.997000	1581535896.918124
9.331000	1.017000	1581535897.014745
9.382000	1.032000	1581535897.058076
9.515000	0.986000	1581535897.289953
9.557000	1.003000	1581535897.386347
9.594000	1.008000	1581535897.474637
9.623000	0.988000	1581535897.570458
9.649000	0.975000	1581535897.705379
9.670000	0.977000	1581535897.797608
9.697000	0.982000	1581535897.845803
9.737000	0.965000	1581535897.993731
9.787000	0.955000	1581535898.089669
9.835000	0.967000	1581535898.181624
9.886000	0.991000	1581535898.315054
9.932000	0.985000	1581535898.357641
9.976000	0.989000	1581535898.494170
10.029000	0.934000	1581535898.581955
10.063000	0.930000	1581535898.673394
10.109000	0.898000	1581535898.814986
10.159000	0.898000	1581535898.911001
10.192000	0.907000	1581535898.911001
10.234000	0.927000	1581535899.090025
10.273000	0.949000	1581535899.178086
10.312000	0.971000	1581535899.323393
10.434000	0.998000	1581535899.498352
10.459000	0.973000	1581535899.589918
10.480000	0.969000	1581535899.639268
10.519000	0.996000	1581535899.770312
10.557000	0.992000	1581535899.866713
10.603000	0.970000	1581535900.001945
