0.919000	0.799000	1581535870.905442
0.939000	0.811000	1581535870.993497
0.954000	0.767000	1581535871.081466
0.932000	0.771000	1581535871.173459
0.939000	0.765000	1581535871.401505
0.966000	0.810000	1581535871.493520
0.956000	0.832000	1581535871.581517
0.916000	0.743000	1581535871.721716
0.905000	0.741000	1581535871.813464
0.917000	0.748000	1581535871.861524
0.950000	0.761000	1581535872.009430
0.978000	0.762000	1581535872.053447
0.945000	0.823000	1581535872.189432
0.960000	0.829000	1581535872.278640
0.980000	0.802000	1581535872.413520
0.970000	0.825000	1581535872.505476
0.956000	0.826000	1581535872.593671
0.944000	0.809000	1581535872.685407
0.937000	0.822000	1581535872.773959
0.938000	0.817000	1581535872.909534
0.913000	0.809000	1581535873.001567
0.926000	0.822000	1581535873.093598
0.907000	0.874000	1581535873.185584
0.884000	0.888000	1581535873.321671
0.848000	0.792000	1581535873.409585
0.844000	0.825000	1581535873.501573
0.846000	0.829000	1581535873.593467
0.867000	0.844000	1581535873.681565
0.883000	0.862000	1581535873.821643
0.882000	0.884000	1581535873.877481
0.884000	0.872000	1581535874.013474
0.852000	0.760000	1581535874.101386
0.870000	0.770000	1581535874.193472
0.852000	0.673000	1581535874.285449
0.812000	0.732000	1581535874.373551
0.800000	0.720000	1581535874.513504
0.821000	0.731000	1581535874.563149
0.844000	0.747000	1581535874.698255
0.870000	0.726000	1581535874.789560
0.901000	0.736000	1581535874.925485
0.876000	0.714000	1581535875.013532
0.829000	0.764000	1581535875.065512
0.822000	0.824000	1581535875.201571
1.153000	0.617000	1581535875.605628
1.159000	0.629000	1581535875.697589
1.202000	0.603000	1581535875.921604
1.085000	0.628000	1581535876.013434
1.086000	0.644000	1581535876.101594
1.012000	0.619000	1581535876.193632
1.007000	0.609000	1581535876.281971
0.949000	0.688000	1581535876.417685
0.908000	0.746000	1581535876.513643
1.023000	0.673000	1581535876.737774
0.958000	0.770000	1581535876.921451
1.026000	0.764000	1581535876.965666
1.026000	0.823000	1581535877.101532
1.034000	0.846000	1581535877.189701
1.044000	0.870000	1581535877.329695
1.072000	0.910000	1581535877.421751
1.074000	0.848000	1581535877.509383
1.107000	0.907000	1581535877.601856
1.139000	0.928000	1581535877.695112
1.172000	0.943000	1581535877.781816
1.230000	0.982000	1581535877.869672
1.265000	0.979000	1581535878.017462
1.293000	0.967000	1581535878.105476
1.327000	0.990000	1581535878.197442
1.355000	0.895000	1581535878.285468
1.386000	0.908000	1581535878.377465
1.421000	0.837000	1581535878.513484
1.455000	0.771000	1581535878.601513
1.499000	0.779000	1581535878.693483
1.534000	0.813000	1581535878.781485
1.596000	0.832000	1581535878.921480
1.656000	0.849000	1581535879.013398
1.714000	0.853000	1581535879.105561
1.768000	0.852000	1581535879.201955
1.822000	0.874000	1581535879.293549
1.871000	0.899000	1581535879.381387
1.902000	0.905000	1581535879.517535
1.919000	0.907000	1581535879.517535
1.916000	0.919000	1581535879.705583
1.931000	0.857000	1581535879.797514
1.947000	0.809000	1581535879.889786
1.969000	0.814000	1581535879.981596
2.019000	0.838000	1581535880.121624
2.044000	0.779000	1581535880.165399
2.109000	0.837000	1581535880.301635
2.155000	0.868000	1581535880.393589
2.200000	0.871000	1581535880.485385
2.235000	0.879000	1581535880.626572
2.268000	0.807000	1581535880.673700
2.303000	0.775000	1581535880.809729
2.330000	0.722000	1581535880.857739
2.350000	0.750000	1581535880.997771
2.396000	0.695000	1581535881.041641
2.459000	0.734000	1581535881.221727
2.499000	0.767000	1581535881.266003
2.557000	0.802000	1581535881.397378
2.621000	0.829000	1581535881.489817
2.663000	0.817000	1581535881.534518
2.690000	0.822000	1581535881.765994
2.719000	0.767000	1581535881.765994
2.757000	0.778000	1581535881.905523
2.779000	0.685000	1581535881.998571
2.818000	0.658000	1581535882.089818
2.851000	0.717000	1581535882.235143
2.884000	0.754000	1581535882.235143
2.910000	0.767000	1581535882.417381
2.942000	0.787000	1581535882.506031
2.989000	0.700000	1581535882.598899
3.043000	0.658000	1581535882.685999
3.097000	0.720000	1581535882.777826
3.139000	0.776000	1581535882.913773
3.188000	0.819000	1581535882.913773
3.231000	0.716000	1581535883.093851
3.266000	0.761000	1581535883.137539
