0.000000	0.000000	-88034.567625	17291364.977593	1581535870.905442
994334.226500	-1150977.157019	-88028.284547	17291364.979116	1581535870.993497
-11.256827	14.931534	-88022.001417	-424.267828	1581535871.037383
-23.481441	29.086627	-88015.718236	-424.266815	1581535871.081466
0.905636	0.815550	-88009.436984	-0.953698	1581535871.125578
0.875857	0.850167	-88003.153917	-0.952689	1581535871.173459
0.875857	0.850167	-87996.870731	-0.952689	1581535871.173459
0.898361	0.817841	-87990.587312	-0.448413	1581535871.261545
0.883171	0.835494	-87984.304151	-0.447400	1581535871.313464
0.870313	0.850438	-87978.021086	-0.446603	1581535871.357528
0.857540	0.865288	-87971.737946	-0.445782	1581535871.401505
0.929587	0.780426	-87965.454156	-0.108834	1581535871.401505
0.923052	0.788015	-87959.170939	-0.106730	1581535871.493520
0.935280	0.791694	-87952.887972	-0.073592	1581535871.537454
0.933165	0.794151	-87946.604805	-0.072575	1581535871.581517
0.933279	0.806792	-87940.321802	-0.080804	1581535871.629492
0.933279	0.806792	-87934.038617	-0.080804	1581535871.629492
0.928435	0.812421	-87927.755404	-0.078603	1581535871.721716
0.934170	0.791926	-87921.471818	-0.030829	1581535871.769371
0.933283	0.792956	-87915.188656	-0.029787	1581535871.813464
0.932410	0.781928	-87908.905239	-0.009850	1581535871.861524
0.932410	0.781928	-87902.622054	-0.009849	1581535871.861524
0.932724	0.775121	-87896.338777	0.003706	1581535871.909434
0.932831	0.774997	-87890.055627	0.004731	1581535871.953453
0.933004	0.774797	-87883.772461	0.005987	1581535872.009394
0.940188	0.767129	-87877.489238	0.029517	1581535872.053447
0.940188	0.767129	-87871.206053	0.029517	1581535872.053447
0.951883	0.757432	-87864.922884	0.055904	1581535872.145469
0.953488	0.755570	-87858.639675	0.056862	1581535872.189432
0.941302	0.774913	-87852.356633	0.002555	1581535872.233426
0.941378	0.774826	-87846.073493	0.003508	1581535872.278640
0.937294	0.785858	-87839.790414	-0.023940	1581535872.278640
0.935875	0.787505	-87833.507244	-0.022212	1581535872.369448
0.935238	0.788245	-87827.224070	-0.021601	1581535872.413520
0.942941	0.784348	-87820.940933	-0.001298	1581535872.461455
0.942904	0.784392	-87814.657758	-0.000295	1581535872.505476
0.942024	0.790549	-87808.374659	-0.013272	1581535872.505476
0.941260	0.791436	-87802.091682	-0.011299	1581535872.593671
0.937992	0.798669	-87795.808618	-0.025706	1581535872.641402
0.937255	0.799526	-87789.525490	-0.024875	1581535872.685407
0.936313	0.801700	-87783.242386	-0.026764	1581535872.729388
0.935545	0.802594	-87776.959274	-0.026111	1581535872.773959
0.935536	0.802604	-87770.676089	-0.026104	1581535872.773959
0.930471	0.809730	-87764.392972	-0.038024	1581535872.865542
0.929381	0.810998	-87758.109832	-0.037275	1581535872.909534
0.929057	0.812264	-87751.826737	-0.035193	1581535872.954359
0.927974	0.813524	-87745.543592	-0.034241	1581535873.001567
0.925751	0.814955	-87739.260363	-0.040411	1581535873.001633
0.923329	0.817773	-87732.977114	-0.038636	1581535873.093598
0.921994	0.819692	-87726.693935	-0.039225	1581535873.137597
0.920767	0.821119	-87720.410793	-0.038234	1581535873.185584
0.907060	0.838818	-87714.127701	-0.083878	1581535873.229379
0.907060	0.838818	-87707.844516	-0.083878	1581535873.229379
0.902014	0.844689	-87701.561450	-0.081091	1581535873.321671
0.886353	0.863928	-87695.278437	-0.126210	1581535873.365675
0.882759	0.868113	-87688.995295	-0.125246	1581535873.409384
0.886533	0.858624	-87682.711624	-0.089330	1581535873.457576
0.883981	0.861593	-87676.428523	-0.088542	1581535873.501573
0.882674	0.859621	-87670.144882	-0.086902	1581535873.501573
0.877465	0.865675	-87663.861895	-0.085498	1581535873.593467
0.875553	0.864931	-87657.578328	-0.077889	1581535873.637360
0.873307	0.867541	-87651.295216	-0.077017	1581535873.681565
0.874044	0.865476	-87645.011876	-0.062988	1581535873.729568
0.874037	0.865485	-87638.728691	-0.062984	1581535873.729568
0.870254	0.869880	-87632.445646	-0.060911	1581535873.821643
0.878817	0.860190	-87626.162641	-0.000292	1581535873.877481
0.878817	0.860190	-87619.879456	-0.000290	1581535873.877481
0.876970	0.863337	-87613.596719	0.001000	1581535873.969452
0.876999	0.863304	-87607.313654	0.001855	1581535874.013474
0.876974	0.863924	-87601.030724	0.000933	1581535874.057440
0.877001	0.863892	-87594.747547	0.001608	1581535874.101386
0.881433	0.854232	-87588.463431	0.004648	1581535874.106890
0.881344	0.854336	-87582.180247	0.001729	1581535874.149452
0.881394	0.854278	-87575.897036	0.002765	1581535874.193472
0.885192	0.846664	-87569.613171	0.006240	1581535874.237463
0.885388	0.846438	-87563.329968	0.007445	1581535874.285449
0.892618	0.831301	-87557.045391	0.024385	1581535874.329476
0.891359	0.832760	-87550.762149	0.003114	1581535874.373438
0.891359	0.832760	-87544.478964	0.003114	1581535874.373551
0.890595	0.827718	-87538.194631	0.005646	1581535874.465530
0.890499	0.827829	-87531.911418	0.001325	1581535874.513504
0.889114	0.823088	-87525.626996	0.002545	1581535874.558318
0.889123	0.823078	-87519.343814	0.002628	1581535874.563149
0.888662	0.818660	-87513.059662	0.005827	1581535874.653427
0.888834	0.818463	-87506.776420	0.006513	1581535874.698255
0.888626	0.815229	-87500.492510	0.001630	1581535874.745877
0.888673	0.815176	-87494.209296	0.002420	1581535874.789560
0.891091	0.809346	-87487.925504	0.006349	1581535874.833411
0.891092	0.809345	-87481.642319	0.006353	1581535874.833619
0.891475	0.808905	-87475.359327	0.008635	1581535874.925485
0.896484	0.801484	-87469.075889	0.024321	1581535874.969506
0.897186	0.800679	-87462.792711	0.025366	1581535875.013401
0.903150	0.790952	-87456.509142	0.051817	1581535875.065512
0.903150	0.790952	-87450.225956	0.051817	1581535875.065512
0.900375	0.791322	-87443.942421	0.036912	1581535875.157576
0.901444	0.790100	-87437.659314	0.037523	1581535875.201571
0.884132	0.808531	-87431.376009	-0.033564	1581535875.245540
0.883162	0.809641	-87425.092859	-0.033006	1581535875.289457
0.883162	0.809641	-87418.809674	-0.033006	1581535875.289545
0.881164	0.811927	-87412.526552	-0.031594	1581535875.381568
0.880251	0.812972	-87406.243440	-0.030700	1581535875.425387
0.879362	0.813989	-87399.960321	-0.029824	1581535875.469384
0.878416	0.815072	-87393.677232	-0.028879	1581535875.517579
0.878416	0.815072	-87387.394047	-0.028879	1581535875.517579
0.876743	0.816987	-87381.110966	-0.027542	1581535875.605628
1.042419	0.630174	-87374.828424	0.416819	1581535875.649566
1.055577	0.615089	-87368.545234	0.417815	1581535875.697589
1.089776	0.579033	-87362.261618	0.475816	1581535875.741527
1.103674	0.563113	-87355.978421	0.477073	1581535875.785941
1.103674	0.563113	-87349.695236	0.477073	1581535875.785941
1.132433	0.530171	-87343.412186	0.478957	1581535875.877604
1.146291	0.514293	-87337.129016	0.479757	1581535875.921604
1.150265	0.514124	-87330.841513	0.446613	1581535875.965613
1.164377	0.498093	-87324.558340	0.447667	1581535876.013434
1.120383	0.549607	-87318.273683	0.303246	1581535876.013567
1.129212	0.539608	-87311.990418	0.304499	1581535876.057665
1.138077	0.529570	-87305.707219	0.305577	1581535876.101404
1.113125	0.559946	-87299.421683	0.197936	1581535876.146648
1.119297	0.552990	-87293.138539	0.199087	1581535876.193632
1.090710	0.583568	-87286.857922	0.092481	1581535876.237636
1.093423	0.580494	-87280.574742	0.093184	1581535876.281971
1.116475	0.552180	-87274.294832	0.404831	1581535876.281971
1.140950	0.524268	-87268.011770	0.406219	1581535876.373669
1.152736	0.510823	-87261.728844	0.406767	1581535876.417685
1.127831	0.536812	-87255.449416	0.372046	1581535876.462096
1.140415	0.522340	-87249.167156	0.373244	1581535876.513643
1.097277	0.569649	-87242.886613	0.263198	1581535876.513643
1.112383	0.552150	-87236.604468	0.269288	1581535876.601475
1.120842	0.542332	-87230.321436	0.268033	1581535876.649601
1.128510	0.533428	-87224.038384	0.263924	1581535876.693440
1.136144	0.524561	-87217.755686	0.268587	1581535876.737774
1.136144	0.524561	-87211.472500	0.268587	1581535876.737774
1.096880	0.570792	-87205.188936	0.094366	1581535876.829705
1.099635	0.567592	-87198.905996	0.092355	1581535876.874556
1.102466	0.564301	-87192.623382	0.105960	1581535876.921451
1.019014	0.663066	-87186.337489	-0.169236	1581535876.965666
1.019014	0.663066	-87180.054304	-0.169236	1581535876.965666
0.990656	0.701284	-87173.764451	-0.236421	1581535877.053752
0.983157	0.709846	-87167.481649	-0.228730	1581535877.101532
0.962436	0.740518	-87161.189594	-0.285299	1581535877.145413
0.954031	0.749952	-87154.906639	-0.291865	1581535877.189701
0.943225	0.769005	-87148.614668	-0.305811	1581535877.233755
1.034083	0.666275	-87142.331447	0.395286	1581535877.233755
1.059552	0.638177	-87136.050181	0.390406	1581535877.329695
1.049286	0.659248	-87129.756437	0.371048	1581535877.374320
1.061218	0.646311	-87123.473008	0.376604	1581535877.421751
1.042287	0.680004	-87117.173351	0.329975	1581535877.421751
1.062244	0.659079	-87110.889226	0.318387	1581535877.509383
1.056995	0.675289	-87104.593118	0.255381	1581535877.557367
1.064920	0.667207	-87098.310721	0.259795	1581535877.601694
1.051647	0.696102	-87092.008213	0.165675	1581535877.645512
1.056890	0.690950	-87085.725388	0.171214	1581535877.689882
1.041820	0.722791	-87079.419840	0.078992	1581535877.695112
1.046804	0.718104	-87073.136861	0.114740	1581535877.781816
1.040512	0.741839	-87066.829880	0.070637	1581535877.825697
1.097805	0.688245	-87060.547317	0.414339	1581535877.869672
1.109663	0.700743	-87054.234604	0.398239	1581535877.921470
