0.012086	0.021438	9.783156	0.000870	-0.002077	-0.000109	0.999989	0.003330	-0.000851	-0.003214	1581535870.905442
0.006306	0.023460	9.793571	0.001526	-0.000416	-0.002337	0.999989	0.003362	-0.000852	-0.003275	1581535870.993497
-0.003231	0.027516	9.792953	0.001510	0.000787	-0.000743	0.999989	0.003363	-0.000863	-0.003283	1581535871.037383
0.000473	0.023439	9.791186	0.000823	0.000274	0.000748	0.999988	0.003392	-0.000835	-0.003319	1581535871.081466
0.012646	0.034473	9.790100	-0.000924	-0.001464	-0.003585	0.999988	0.003389	-0.000848	-0.003341	1581535871.125578
0.007996	0.013607	9.800105	0.001496	-0.000588	-0.003026	0.999988	0.003421	-0.000837	-0.003393	1581535871.173459
-0.002119	0.015953	9.796715	0.000376	0.000289	-0.003890	0.999988	0.003442	-0.000882	-0.003399	1581535871.173459
0.001479	0.024055	9.792915	-0.000057	0.000455	-0.000612	0.999988	0.003450	-0.000869	-0.003388	1581535871.261545
-0.000126	0.017760	9.782878	0.001541	-0.002543	0.000876	0.999988	0.003452	-0.000899	-0.003402	1581535871.313464
0.004602	0.016708	9.789067	0.001948	-0.001559	-0.004892	0.999988	0.003455	-0.000929	-0.003460	1581535871.357528
-0.006453	0.019336	9.795027	0.001125	-0.000732	0.000609	0.999988	0.003468	-0.000927	-0.003467	1581535871.401505
0.017129	0.037745	9.785246	0.001638	-0.001531	0.000517	0.999988	0.003481	-0.000922	-0.003476	1581535871.401505
0.008036	0.017531	9.792161	0.000114	-0.002582	0.000899	0.999987	0.003515	-0.000938	-0.003468	1581535871.493520
0.006939	0.028785	9.792540	0.000652	0.000372	-0.001246	0.999987	0.003533	-0.000959	-0.003517	1581535871.537454
0.003212	0.020377	9.786320	0.000633	0.000878	-0.000376	0.999987	0.003539	-0.000966	-0.003525	1581535871.581517
0.009632	0.029596	9.789072	0.002548	-0.001314	0.002359	0.999987	0.003553	-0.000979	-0.003496	1581535871.629492
0.008120	0.015426	9.785931	0.000798	-0.002485	0.001045	0.999987	0.003580	-0.000992	-0.003513	1581535871.629492
-0.000897	0.026951	9.792939	-0.001568	0.000685	-0.000395	0.999987	0.003590	-0.000992	-0.003520	1581535871.721716
0.014466	0.024224	9.773111	0.001597	0.001938	0.000615	0.999987	0.003589	-0.000977	-0.003523	1581535871.769371
0.006520	0.023205	9.778001	0.004017	-0.001063	-0.001461	0.999987	0.003599	-0.000943	-0.003536	1581535871.813464
0.011314	0.018340	9.786951	-0.000212	0.001132	-0.001149	0.999987	0.003612	-0.000948	-0.003580	1581535871.861524
0.013510	0.023372	9.795599	0.000340	-0.002542	-0.001492	0.999986	0.003647	-0.000992	-0.003591	1581535871.861524
0.010310	0.021203	9.778668	0.002695	-0.001777	-0.001233	0.999986	0.003658	-0.001000	-0.003597	1581535871.909434
